"","day_index","day","year","mo","county","temp","prcp","NUM_COLLISIONS"
"15643",2414,2,2019,12,"Bronx County",39.9,0.6,0.416309012875536
"15650",2421,3,2019,12,"Bronx County",36.6,0.23,0.334763948497854
"15657",2423,4,2019,12,"Bronx County",39.6,0,0.381974248927039
"15670",2431,5,2019,12,"Bronx County",38.3,0,0.317596566523605
"15676",2432,6,2019,12,"Bronx County",36.4,0.03,0.386266094420601
"15687",2438,7,2019,12,"Bronx County",31.8,0,0.227467811158798
"15699",2445,1,2019,12,"Bronx County",48.2,0,0.416309012875536
"15707",2448,2,2019,12,"Bronx County",53.1,0.98,0.420600858369099
"15718",2454,3,2019,12,"Bronx County",39.9,0.12,0.283261802575107
"15728",2459,4,2019,12,"Bronx County",31.1,0,0.321888412017167
"15739",2465,5,2019,12,"Bronx County",38.7,0,0.549356223175966
"15746",2467,6,2019,12,"Bronx County",52.7,2.15,0.386266094420601
"15760",2476,7,2019,12,"Bronx County",47.7,0.84,0.270386266094421
"15770",2481,1,2019,12,"Bronx County",35.4,0,0.313304721030043
"15776",2482,2,2019,12,"Bronx County",37.5,0.2,0.437768240343348
"15787",2488,3,2019,12,"Bronx County",39.3,0.55,0.407725321888412
"15800",2496,4,2019,12,"Bronx County",24.2,0.04,0.347639484978541
"15808",2499,5,2019,12,"Bronx County",24.2,0,0.48068669527897
"15816",2502,6,2019,12,"Bronx County",33.3,0,0.321888412017167
"15829",2510,7,2019,12,"Bronx County",41.3,0,0.343347639484979
"15839",2515,1,2019,12,"Bronx County",44.3,0,0.36480686695279
