"","New York County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"743",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,2013,57.9,54.7,1021,4.9,10.9,26,61,55.4,0.51,0,0,0.578947368421053
"748",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,18,2013,60.9,56.2,1018.8,6.1,11.6,20,66.9,57.2,0.26,0,0,0.618421052631579
"755",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,25,2013,62,56.8,1018.5,6.7,9,999.9,69.1,57,0.02,0,0,0.666666666666667
"757",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,27,2013,61.3,57,1013.5,8.9,9.2,22,66,57,0.01,0,0,0.421052631578947
"763",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,33,2013,63.2,59.2,1011.3,7,9.1,21,68,57,0.03,0,0,0.513157894736842
"770",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40,40,2013,60.9,58.6,1012.9,3.1,4.9,22.9,66,57.2,0.07,0,1,0.530701754385965
"775",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,45,45,2013,62.6,54.4,1014.3,8.4,12.2,28,69.1,57.9,0.06,0,0,0.62280701754386
"777",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,47,2013,60.6,53.1,1023.9,9.6,5.6,999.9,69.1,52,0.1,0,0,0.508771929824561
"784",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,54,2013,62,56.1,1025.9,10,8.3,999.9,68,57,0.05,0,0,0.719298245614035
"787",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,57,2013,63.4,58.5,1024.6,10,8.2,999.9,71.1,59,0,0,0,0.543859649122807
"792",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,62,2013,64.9,60.9,1021.8,9.8,9,999.9,70,61,0.01,0,0,0.394736842105263
"800",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,70,2013,66.8,64.5,1016,2.8,12.1,22,73.9,64,0,0,1,0.675438596491228
"804",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74,74,2013,69.7,63.8,1012.8,8.4,10.2,999.9,78.1,64,0,0,0,0.557017543859649
"809",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,79,79,2013,69.5,64.6,1008.6,6.1,9.9,26,81,64,0,0,1,0.578947368421053
"813",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,83,2013,65.5,64,1010,3.1,5.4,999.9,69.1,62.1,0,0,1,0.605263157894737
"817",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,87,2013,66.1,64.8,1004.7,2.1,12.9,33,69.8,64,0.85,0,1,0.587719298245614
"822",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,92,2013,66.2,64.9,1004,1.4,13.7,24.1,69.1,64.4,0.26,0,1,0.508771929824561
"828",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,98,2013,65.4,64.2,1012.1,1.9,8.8,999.9,69.1,64,0.05,0,1,0.43859649122807
"834",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,104,2013,60.9,57,1016.7,7,10.9,999.9,66,57,0,0,0,0.5
"839",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,109,2013,61.8,58.6,1013.6,4.6,12.6,26,66,57.9,0,0,1,0.412280701754386
"841",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111,111,2013,60.8,59.8,1012,2,12.7,27,63,59,0.21,0,1,0.631578947368421
"850",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,120,2013,61.8,51,1012.5,7.5,8.7,999.9,66,57.2,0.34,0,1,0.543859649122807
"853",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,123,123,2013,58.6,45.6,1020.5,9.8,5.7,999.9,68,48.9,0,0,0,0.478070175438596
"860",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,130,2013,58.6,51,1022,10,7.5,999.9,66,51.1,0,0,0,0.557017543859649
"864",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,134,2013,56.1,53.2,1016.3,7.7,11.8,26,59,54,0,0,0,0.710526315789474
"869",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139,139,2013,62.3,59.6,1009.3,4.8,19.1,35,64.9,57,0.94,0,1,0.447368421052632
"874",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144,144,2013,63.6,57.2,1019.3,6.9,8.1,999.9,72,53.1,0.01,0,1,0.469298245614035
"879",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149,149,2013,62.2,56.1,1021.3,9.3,6,999.9,72,53.1,0,0,0,0.530701754385965
"881",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,151,151,2013,60.8,59.5,1008.7,1.8,13.2,24.1,64.4,55.9,1.36,0,1,0.535087719298246
"887",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,157,157,2013,64,55.9,1003.4,8.1,14,27,71.1,59,0.03,0,0,0.592105263157895
"891",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161,161,2013,60.8,52.4,1008.2,10,8.7,21,66,55,0,0,0,0.486842105263158
"899",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,169,169,2013,55,50.7,1003,7,18.3,36.9,60.1,52,0.12,0,0,0.675438596491228
"904",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174,174,2013,62.4,52.3,1011,10,7.4,999.9,72,52,0.14,0,0,0.548245614035088
"906",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,176,2013,66.7,65.3,1017,4.1,10.4,20,72,64,0.04,0,0,0.583333333333333
"914",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,184,184,2013,67.7,65.5,1022.2,4,9.5,18.1,73,64.9,0.04,0,1,0.491228070175439
"920",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,190,190,2013,68.7,67.2,1024.1,2.5,9.5,999.9,72,64.4,0.03,0,1,0.543859649122807
"921",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191,191,2013,69.8,68,1023.5,1.8,11.9,21,75,68,0.02,0,1,0.289473684210526
"927",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,197,2013,71.6,68.2,1021.6,6.8,12.4,22,77,68,0.03,0,1,0.464912280701754
"934",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,204,2013,73,69.2,1018.5,8.1,13.1,22.9,79,68,0.01,0,0,0.333333333333333
"936",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206,206,2013,74.4,69.8,1016.3,9,9.1,19,82,69.1,0.01,0,0,0.394736842105263
"944",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,214,214,2013,72.6,68.9,1015.5,6.7,10.7,24.1,78.1,68,0,0,1,0.543859649122807
"948",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,218,218,2013,72.7,69.3,1018,5.7,7,999.9,80.1,69.1,0,0,1,0.495614035087719
"952",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,222,222,2013,71.1,69.7,1015.5,1.9,7.1,999.9,77,69.1,0,0,1,0.548245614035088
"957",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227,227,2013,71.8,69.7,1011.6,4.9,9.5,19,75.9,69.1,0.01,0,0,0.543859649122807
"964",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,234,234,2013,69.4,67.8,1015.9,3.1,6.7,49.9,72,66,0.06,0,1,0.605263157894737
"968",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238,238,2013,67.9,66.3,1024.4,3.3,6.2,999.9,75.9,63,0.01,0,1,0.491228070175439
"975",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245,245,2013,72.9,70.5,1025.1,4.5,5.3,999.9,79,66,0.01,0,1,0.390350877192982
"976",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246,246,2013,76.3,71.2,1021.6,9.3,5.7,999.9,82.9,69.1,0,0,0,0.504385964912281
"983",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,253,253,2013,77.4,68.4,1019.6,8.3,7.3,999.9,87.1,69.1,0,0,0,0.508771929824561
"990",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,260,260,2013,72.9,65.8,1020.8,9.9,5.6,999.9,84,66.9,0,0,0,0.504385964912281
"995",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,265,265,2013,75.6,69.6,1016.6,8.1,6.8,999.9,88,68,0,0,0,0.570175438596491
"1000",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270,270,2013,73.9,71.4,1013.4,2.8,9.6,22,80.1,69.1,0,0,1,0.684210526315789
"1002",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,272,272,2013,74.5,71.7,1008.8,3.3,11.8,20,80.1,71.1,0,0,0,0.43859649122807
"1006",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,276,276,2013,72.8,69.1,1012.6,6.6,5.3,999.9,77,66.9,0.04,0,0,0.355263157894737
"1013",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,283,283,2013,68.3,65.9,1015.1,5.6,5.1,999.9,78.1,64,0.17,0,1,0.460526315789474
"1016",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,286,286,2013,72.1,70,1007.1,3.7,8.1,19,78.8,66.2,0,0,1,0.517543859649123
"1021",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,291,291,2013,74.9,71.6,1006.7,5.7,8.4,20,82,70,0.6,0,1,0.600877192982456
"1028",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,298,298,2013,67.7,62.8,1014.3,9.7,13.8,27,75,64,0.4,0,0,0.530701754385965
"1031",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,301,301,2013,66.1,64.4,1012.2,6,15,28.9,69.8,64,2.43,0,0,0.666666666666667
"1040",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,310,310,2013,69.1,66.1,1018,9.6,8.8,18.1,73.9,64.9,0.26,0,0,0.526315789473684
"1042",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,312,312,2013,69.8,68,1015.8,5.7,6.5,22.9,75.2,66.2,0.12,0,1,0.442982456140351
"1047",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,317,317,2013,69.2,67.1,1017.1,6.5,5.3,999.9,73.9,64,0.02,0,0,0.565789473684211
"1053",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,323,323,2013,71.2,64.3,1018,7.8,7.8,999.9,77,66.2,0.01,0,1,0.513157894736842
"1057",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,327,327,2013,70.6,62.6,1019.3,10,6.7,999.9,78.1,64.9,0,0,0,0.557017543859649
"1065",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,335,335,2013,68.9,64.7,1016.5,9.8,5.3,999.9,78.1,63,0.01,0,0,0.548245614035088
"1066",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,336,336,2013,69.7,66,1011.1,9.5,8.3,20,75.9,63,0.03,0,0,0.557017543859649
"1073",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,343,343,2013,69.3,66.1,1011.8,7.2,10.9,22.9,75.9,66,0,0,0,0.482456140350877
"1077",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347,347,2013,69.4,61.9,1009.8,9,8.3,19,75.9,60.1,0.25,0,0,0.43859649122807
"1081",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351,351,2013,68.1,54.5,1013.3,10,12.2,24.1,75.9,60.1,0,0,0,0.486842105263158
"1089",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,359,359,2013,66.2,54.5,1019.1,10,5.3,999.9,73.9,55.9,0,0,0,0.486842105263158
"1094",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,364,364,2013,64.5,55.9,1022,9.9,5.1,999.9,73.9,54,0,0,0,0.451754385964912
"1098",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2013,67.8,64,1020.1,10,6.7,999.9,75,54,0,0,0,0.530701754385965
"1102",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,2013,70.7,68.8,1016.9,9.3,13.1,27,75,61,0.03,0,0,0.482456140350877
"1108",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,2013,72.4,66.5,1012.3,6.4,11.2,21,80.1,68,0.06,0,1,0.482456140350877
"1114",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,2013,69.5,56.7,1017,10,7.5,999.9,80.1,60.1,0,0,0,0.355263157894737
"1120",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,2013,68.2,63.2,1016.8,10,7.2,999.9,75,60.1,0,0,0,0.447368421052632
"1125",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,2013,67.8,66.7,1011.1,4.6,3.4,999.9,73.9,64,0,0,1,0.578947368421053
"1127",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32,32,2013,68.4,59.6,1007.5,8.3,9.6,24.1,73,64,0.5,0,0,0.548245614035088
"1134",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,2013,67.2,52.7,1016.9,10,10.2,21,73,62.1,0,0,0,0.600877192982456
"1140",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,45,2013,67.4,59.7,1021.2,10,8.2,999.9,73,62.1,0,0,0,0.666666666666667
"1145",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,2013,67.3,59.8,1023.8,10,3.2,999.9,75.9,55.9,0,0,0,0.434210526315789
"1147",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,52,2013,64.8,58.4,1023.8,8.4,3.3,999.9,75.9,55.9,0.01,0,1,0.464912280701754
"1152",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,57,2013,65.5,60.8,1017.5,9.5,8.1,999.9,73.9,57,0.39,0,0,0.434210526315789
"1158",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,63,63,2013,71,64.7,1017.3,9.5,7,999.9,78.1,57,0.01,0,0,0.504385964912281
"1161",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,66,66,2013,70.3,66.7,1020.1,7.1,6.5,999.9,79,64,0,0,1,0.557017543859649
"1170",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,75,2013,70.5,68.9,1016.9,3.9,9.8,999.9,79,64,0.01,0,1,0.557017543859649
"1174",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79,79,2013,70.6,65,1013.1,7.8,12.1,28,77,63,0,0,0,0.614035087719298
"1176",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,81,2013,66.2,55.2,1022.3,10,10.7,24.1,77,55.9,0,0,0,0.385964912280702
"1185",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,90,2013,64,54.6,1026.6,10,6.7,999.9,75,50,0,0,0,0.421052631578947
"1188",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,93,2013,68.3,64.1,1020.1,10,11.2,22,75,50,0,0,0,0.460526315789474
"1193",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,98,98,2013,68,66.6,1011.8,4.5,8,999.9,70,64.4,0.39,0,1,0.508771929824561
"1198",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,103,103,2013,66.4,64.6,1012,3.9,6.8,999.9,72,62.6,0.67,0,1,0.478070175438596
"1203",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,108,2013,65.7,63.7,1014.4,5.8,11.3,21,69.1,62.6,0,0,1,0.530701754385965
"1210",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,115,2013,65,59.2,1014.8,9.9,10.8,21,70,59,0,0,0,0.473684210526316
"1215",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,120,2013,69.4,67,1011.9,7,10.9,999.9,75,59,0,0,0,0.399122807017544
"1216",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,121,2013,70.7,68.3,1012.4,7.5,10.1,999.9,75.9,66.9,0,0,0,0.37719298245614
"1222",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,127,2013,70.8,68.7,1010.3,7,7.7,999.9,75.9,68,0,0,1,0.333333333333333
"1228",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,133,133,2013,70.1,69,1008.1,2,6.8,999.9,75.9,66,0.05,0,1,0.526315789473684
"1231",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,136,136,2013,68.5,61.9,1011.4,8.9,8.8,20,73.9,63,0.06,0,0,0.535087719298246
"1239",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144,144,2013,67.4,62.1,1013.8,10,10.4,22,75.9,61,0,0,0,0.473684210526316
"1243",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,148,2013,60.3,47.8,1021.1,10,5.3,999.9,75.9,52,0,0,0,0.442982456140351
"1248",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,153,2013,63.6,50.4,1017.9,10,10.2,22,71.1,52,0,0,0,0.592105263157895
"1252",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,157,2013,68,59.3,1010.5,10,13.3,26,75.9,57,0,0,0,0.390350877192982
"1257",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,162,2013,59.8,42.5,1021.4,10,8.2,22,75.9,50,0,0,0,0.587719298245614
"1265",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,170,170,2013,65.5,57.5,1022,10,10.1,22.9,72,50,0,0,0,0.635964912280702
"1269",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,174,174,2013,69.9,66.8,1019.3,6.8,10.9,19,73.9,61,0,0,0,0.574561403508772
"1271",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,176,2013,70.2,67.6,1013.7,5.3,11.4,20,75,66.9,0,0,0,0.671052631578947
"1279",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184,184,2013,69.1,67,1004.5,6.1,8.9,19,75,66.9,0.01,0,1,0.62719298245614
"1283",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,188,2013,64.5,57.6,1010.4,10,9.1,19,73.9,60.1,0.13,0,0,0.486842105263158
"1286",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,191,2013,61.2,50.7,1019.4,10,6.6,17.1,68,51.1,0,0,0,0.407894736842105
"1294",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,2013,62.4,54.8,1017.9,10,7.4,15,70,51.1,0,0,0,0.543859649122807
"1299",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,2013,56.1,43.1,1024.7,10,16.3,29.9,70,51.1,0.02,0,0,0.570175438596491
"1303",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,208,208,2013,56.1,42.7,1025.2,10,5.8,999.9,69.1,43,0,0,0,0.451754385964912
"1309",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,214,2013,62.4,54.6,1020.3,10,9.6,19,69.1,43,0,0,0,0.578947368421053
"1311",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,2013,62.6,58.5,1018.4,9.5,6.2,999.9,71.1,53.6,0.01,0,0,0.587719298245614
"1319",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,224,2013,63.6,60.3,1015.6,9.9,7.8,999.9,72,54,0.01,0,1,0.508771929824561
"1323",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228,228,2013,66.3,63.4,1007,8.8,9.8,29.9,72,60.1,0.24,0,0,0.539473684210526
"1329",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,234,2013,57.5,44.9,1011.2,10,10.4,22,69.1,48.9,0,0,0,0.578947368421053
"1335",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,240,240,2013,54.5,42.7,1013,10,8.4,19,61,46,0,0,0,0.587719298245614
"1339",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,244,244,2013,55.3,45.3,1012.3,10,4.5,999.9,64,44.1,0,0,0,0.460526315789474
"1341",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,246,2013,56.8,46.4,1015.6,10,8,20,64,44.1,0,0,0,0.478070175438596
"1346",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,251,2013,58.1,51.2,1020.2,10,11.5,24.1,64,46.9,0,0,0,0.473684210526316
"1354",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259,259,2013,59.2,50.1,1024.6,10,7.4,999.9,69.1,50,0,0,0,0.578947368421053
"1358",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,263,2013,54.9,50.1,1022.8,10,7.8,999.9,69.1,45,0.01,0,0,0.460526315789474
"1365",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270,270,2013,59.5,54.3,1016.9,9.8,10.4,22.9,66.9,45,0.01,0,0,0.5
"1366",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,271,271,2013,62.1,51.8,1012.9,10,8,999.9,70,53.1,0,0,0,0.548245614035088
"1371",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,276,276,2013,64.8,58.1,1012.1,9.3,8.7,19,73.9,53.1,0.01,0,1,0.578947368421053
"1379",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,284,284,2013,65.8,56.3,1016.4,10,6.5,999.9,75.9,59,0,0,0,0.565789473684211
"1381",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,286,286,2013,62.8,57.5,1017.7,9.3,5.2,999.9,71.1,53.6,0.01,0,1,0.631578947368421
"1390",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,295,295,2013,61.3,57.7,1018,9.6,4.2,999.9,72,54,0.13,0,0,0.491228070175439
"1393",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,298,298,2013,59.1,54.8,1021.1,6.9,7.2,22,64.9,53.1,0,0,1,0.337719298245614
"1400",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,305,305,2013,65.7,62.3,1017.4,8.5,11.9,20,73,53.1,0,0,0,0.526315789473684
"1404",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,309,309,2013,61.5,51.6,1019.7,8.7,12.2,24.1,73,52,0.47,0,0,0.526315789473684
"1408",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,313,313,2013,56.4,44.3,1027.9,10,11.6,26,64.9,51.1,0.03,0,0,0.460526315789474
"1411",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,316,316,2013,58.4,52.6,1024.3,10,11.6,22,64.9,54,0,0,0,0.539473684210526
"1416",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,321,321,2013,60.6,56.6,1018.4,10,13.3,26,64.9,55,0,0,0,0.697368421052632
"1424",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,329,329,2013,58.6,53.4,1021.7,10,13.2,31.1,64.9,54,0,0,0,0.478070175438596
"1426",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,331,2013,55.1,45.6,1027.8,10,11.4,22.9,64,48,0,0,0,0.425438596491228
"1434",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,339,339,2013,51.5,44,1027,10,4.6,999.9,62.1,41,0,0,0,0.307017543859649
"1440",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,345,345,2013,53.9,47.3,1023.8,10,6.3,999.9,63,41,0.01,0,0,0.517543859649123
"1444",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,349,349,2013,57.5,55.4,1017.7,6.2,9.3,999.9,63,44.1,0.01,0,0,0.583333333333333
"1449",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354,354,2013,59.4,57.4,1011.5,7.9,6.1,999.9,63,55,0.01,0,0,0.504385964912281
"1453",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,358,358,2013,62.3,57,1008.3,8.8,11,25.1,68,57,0.01,0,0,0.671052631578947
"1459",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,364,364,2013,57.3,45,1013.9,10,6.2,15.9,68,46.9,0,0,0,0.491228070175439
"1462",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2013,58.3,47.4,1010.3,10,9.4,21,62.1,46.9,0.05,0,0,0.491228070175439
"1467",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,2013,54.4,41.1,1018.5,10,7.1,19,64,39.9,0,0,0,0.495614035087719
"1474",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,2013,59.1,52.4,1012.5,10,6.1,999.9,66.9,39.9,0,0,0,0.434210526315789
