"","day","day_index","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"2485",2,1362,2016,9,71.3,6.4,11.9,0.341222879684418
"2493",7,1363,2016,9,60.1,7.8,15.6,1
"2502",5,1364,2016,9,63.1,5.7,11.3,0.536489151873767
"2507",6,1365,2016,9,60,9.3,17.8,0.510848126232742
"2508",2,1366,2016,9,65.3,10,12.7,0.199211045364892
"2513",4,1367,2016,9,69.9,7.9,15.2,0.514792899408284
"2515",6,1368,2016,9,64.5,10,14.4,0.773175542406312
"2527",3,1369,2016,9,64,7,23.8,0.106508875739645
"2549",7,1370,2016,10,55.6,6.9,2.7,0.767258382642998
"2551",5,1371,2016,10,52.8,10,5.2,0.26232741617357
"2559",6,1372,2016,10,57.3,10,5.8,0.78698224852071
"2565",3,1373,2016,10,60.5,9.9,4.4,0.2465483234714
"2573",1,1374,2016,10,50.5,10,6.2,0.544378698224852
"2591",6,1375,2016,10,59.6,9.9,7.3,0.773175542406312
"2604",2,1376,2016,10,61.3,4.4,9,0.238658777120316
"2629",4,1377,2016,10,63.8,4.6,6.8,0.443786982248521
"2630",1,1378,2016,10,58.7,8.5,7.7,0.528599605522682
"2633",4,1379,2016,10,54.3,10,10.1,0.73767258382643
"2639",5,1380,2016,10,65.6,6.4,11.2,0.613412228796844
"2647",6,1381,2016,10,46.5,9.8,8.2,0.919132149901381
"2670",2,1382,2016,10,61.1,9.3,11,0.378698224852071
"2675",3,1383,2016,10,64.5,8.4,10,0.433925049309665
"2688",5,1384,2016,10,58.7,10,12.9,0.650887573964497
"2720",1,1386,2016,10,62,1.7,14,0.42603550295858
"2721",2,1387,2016,10,55.2,10,9.3,0.272189349112426
"2726",6,1388,2016,10,60.4,9.1,10.5,0.585798816568047
"2727",3,1389,2016,10,48.3,8.2,12.5,0.571992110453649
"2728",4,1390,2016,10,49.1,10,14.1,0.396449704142012
"2730",5,1391,2016,10,44.7,10,14.9,0.67258382642998
"2739",4,1392,2016,10,60.5,9.7,12.4,0.31163708086785
"2745",3,1393,2016,10,57.5,9.9,12.5,0.41025641025641
"2761",7,1394,2016,10,55.9,10,14.2,0.792899408284024
"2789",1,1395,2016,10,51,8.8,15.8,0.49112426035503
"2792",7,1396,2016,10,51.8,7.7,18.6,0.854043392504931
"2793",1,1397,2016,10,61.3,3.5,12.2,0.520710059171598
"2800",2,1398,2016,10,53.7,10,21.3,0.333333333333333
"2808",2,1399,2016,10,62.2,6.4,13.8,0.226824457593688
"2809",3,1400,2016,10,54.1,8,24.8,0.343195266272189
"2828",4,1401,2016,11,46.2,10,4.4,0.723865877712032
"2834",5,1402,2016,11,51.6,8.8,4.6,0.347140039447732
"2840",6,1403,2016,11,42.2,10,6,0.124260355029586
"2852",4,1404,2016,11,47.2,10,7.1,0.502958579881657
"2853",7,1405,2016,11,48.6,10,6.9,0.177514792899408
"2859",1,1406,2016,11,47.8,10,7.9,0.514792899408284
"2875",1,1407,2016,11,47,6.8,6.3,0.193293885601578
"2883",3,1408,2016,11,54.4,9.6,10.8,0.597633136094675
"2884",6,1409,2016,11,58.8,5.1,8.4,0.63905325443787
"2890",6,1410,2016,11,48.6,9.6,8.4,0.674556213017751
"2908",5,1411,2016,11,55.9,10,9.9,0.591715976331361
"2913",1,1412,2016,11,50.1,6.6,12.3,0.644970414201183
"2916",7,1413,2016,11,53.6,10,12.1,0.812623274161736
"2949",2,1414,2016,11,43.4,10,13.2,0.199211045364892
"2951",3,1415,2016,11,39.5,10,11.2,0.556213017751479
"2956",4,1416,2016,11,54.8,8.6,9.9,0.741617357001972
"2960",6,1417,2016,11,49.4,10,10.9,0.67258382642998
"2962",5,1418,2016,11,37.1,10,12,0.871794871794872
"2973",4,1419,2016,11,43.8,8.5,9.7,0.763313609467456
"2974",2,1420,2016,11,49.9,9,10.5,0.329388560157791
"2988",2,1421,2016,11,51.3,10,14.2,0.301775147928994
"3001",1,1422,2016,11,42.1,10,13.9,0.469428007889546
"3007",5,1423,2016,11,52.9,4.1,12.6,0.719921104536489
"3015",7,1424,2016,11,50.9,10,18,0.810650887573965
"3025",7,1425,2016,11,54.9,10,16,0.591715976331361
"3027",4,1426,2016,11,37.7,10,15.1,0.788954635108481
"3040",5,1427,2016,11,54.4,8,12.8,0.670611439842209
"3044",3,1428,2016,11,47.4,9.6,18.8,0.658777120315582
"3056",2,1429,2016,11,47,5.5,14.4,0.323471400394477
"3058",3,1430,2016,11,38.8,10,21.2,0.629191321499014
"3122",5,1431,2016,12,42.8,8.8,7.6,0.536489151873767
"3130",2,1432,2016,12,29.9,10,7.5,0.309664694280079
"3135",4,1433,2016,12,34.8,10,7,0.698224852071006
"3166",6,1434,2016,12,42.7,9.8,6.4,0.532544378698225
"3168",5,1435,2016,12,38.8,10,9.7,0.613412228796844
"3170",3,1436,2016,12,36.4,10,10.2,0.0571992110453649
"3175",3,1437,2016,12,37.9,9.5,6.6,0.840236686390533
"3182",6,1438,2016,12,38.9,10,6.5,0.660749506903353
"3195",5,1439,2016,12,41.2,9.8,8.2,0.63905325443787
"3208",5,1440,2016,12,39.1,10,9.8,0.357001972386588
"3238",1,1441,2016,12,28.2,10,12.8,0.374753451676529
"3240",4,1442,2016,12,39.7,9.8,9.7,0.522682445759369
"3241",7,1443,2016,12,39,10,12.7,0.644970414201183
"3260",1,1444,2016,12,43.8,10,15.1,0.447731755424063
"3267",7,1445,2016,12,46.4,10,12.9,0.641025641025641
"3273",7,1446,2016,12,36.6,10,15.4,0.662721893491124
"3280",4,1447,2016,12,41.7,10,11.9,0.682445759368836
"3289",2,1448,2016,12,40.4,10,12.5,0
"3292",3,1449,2016,12,35.3,9.9,14.1,0.70414201183432
"3294",1,1450,2016,12,44.1,8.2,10.7,0.372781065088757
"3305",6,1451,2016,12,53.4,6.6,15.6,0.727810650887574
"3309",1,1452,2016,12,35.8,10,14.1,0.19723865877712
"3313",2,1453,2016,12,38.2,10,14.6,0.230769230769231
"3321",6,1454,2016,12,37.3,8.6,10.3,0.349112426035503
"3325",3,1455,2016,12,43.6,6.5,14.2,0.591715976331361
"3327",1,1456,2016,12,36.2,5.9,11.5,0.50887573964497
"3330",4,1457,2016,12,49.8,4.4,17.5,0.402366863905325
"3339",2,1458,2016,12,49.8,2.5,13.2,0.307692307692308
"3344",6,1459,2016,12,29.8,8.8,13.8,0.757396449704142
"3348",7,1460,2016,12,40.4,9.5,18.2,0.429980276134122
"3354",7,1461,2016,12,18.2,10,17.8,0.842209072978304
"45",7,1462,2017,1,39.9,10,4.3,0.483126110124334
"58",3,1463,2017,1,37.4,10,7.1,0.206039076376554
"71",7,1464,2017,1,31.7,6.1,8.9,0.474245115452931
"83",4,1465,2017,1,40,9.6,8.4,0.575488454706927
"84",6,1466,2017,1,40.7,7.4,7.6,0.492007104795737
"88",2,1467,2017,1,38,9.9,10.2,0.168738898756661
"89",3,1468,2017,1,34,9.7,6.5,0.376554174067496
"90",3,1469,2017,1,31.6,10,6.2,0.255772646536412
"94",2,1470,2017,1,43.2,4.5,8.4,0.13854351687389
"116",1,1471,2017,1,42.3,6.7,7.5,0.252220248667851
"143",2,1472,2017,1,44.4,9,13.4,0.269982238010657
"144",1,1473,2017,1,29.8,10,10.2,0.287744227353464
"148",3,1474,2017,1,18.3,10,11,0.596802841918295
"149",6,1475,2017,1,44.3,9,9.7,0.408525754884547
"156",4,1476,2017,1,28.1,8.2,9.8,0.422735346358792
"158",5,1477,2017,1,41.6,4.5,13.8,0.383658969804618
"160",6,1478,2017,1,47.8,5.4,12.6,0.55595026642984
"168",2,1479,2017,1,33.6,9,10.8,0.27886323268206
"173",4,1480,2017,1,35.6,10,13.6,0.468916518650089
"183",5,1481,2017,1,46.5,6.2,13.6,0.456483126110124
"193",4,1482,2017,1,44.3,5.4,15.2,0.579040852575488
"200",7,1483,2017,1,46.8,7.2,12.6,0.481349911190053
"211",6,1484,2017,1,36.4,10,15.4,0.38898756660746
"222",5,1485,2017,1,41.1,8.5,17.4,0.431616341030195
"229",1,1486,2017,1,38.7,10,18.3,0.298401420959147
"234",3,1487,2017,1,40.9,8.8,18.6,0.593250444049734
"240",5,1488,2017,1,45,6.5,15.1,0.525754884547069
"259",4,1489,2017,1,48.9,2.3,17.2,0.410301953818828
"261",7,1490,2017,1,42.1,9.9,20.3,0.44404973357016
"266",1,1491,2017,1,31.3,5.7,13.4,1
"272",2,1492,2017,1,24.1,6.1,19.5,0.129662522202487
"331",5,1493,2017,2,40.6,9.7,7.8,0.255772646536412
"333",4,1494,2017,2,37.1,10,6.9,0.266429840142096
"337",4,1495,2017,2,44.2,9,7.9,0.458259325044405
"344",7,1496,2017,2,30.9,10,9,0.490230905861456
"351",6,1497,2017,2,44,5.2,8.2,0.440497335701599
"366",1,1498,2017,2,49.8,6.5,10.1,0.426287744227353
"382",7,1499,2017,2,47.5,6.9,10,0.575488454706927
"392",2,1500,2017,2,47.8,9.5,13.9,0.186500888099467
"397",1,1501,2017,2,37,9.8,10.4,0.420959147424512
"398",2,1502,2017,2,36.1,9.5,11.5,0.170515097690941
"407",1,1503,2017,2,32,8.4,10,0.316163410301954
"426",3,1504,2017,2,39.1,10,13.2,0.367673179396092
"427",5,1505,2017,2,36.6,7.5,8.7,0.479573712255773
"430",7,1506,2017,2,31.8,10,14,0.616341030195382
"432",5,1507,2017,2,46.2,2.8,10.1,0.603907637655417
"433",3,1508,2017,2,37.5,10,14.4,0.41740674955595
"434",3,1509,2017,2,41.9,10,11.7,0.168738898756661
"437",6,1510,2017,2,37.7,10,9.9,0.449378330373002
"439",6,1511,2017,2,36.1,9.2,14.4,0.566607460035524
"442",1,1512,2017,2,28.4,10,14.1,0.369449378330373
"454",5,1513,2017,2,38.7,9.7,10.5,0.428063943161634
"456",2,1514,2017,2,35.6,7.9,15.2,0.188277087033748
"467",4,1515,2017,2,38.1,8.4,9.2,0.520426287744227
"475",2,1516,2017,2,43,7.3,14.3,0.229129662522202
"510",4,1517,2017,2,30.1,10,15.1,0.630550621669627
"520",3,1518,2017,2,35.9,6.5,19.7,0.548845470692718
"527",7,1519,2017,2,21,7.9,21.5,0.66607460035524
"531",6,1520,2017,2,38.1,7,17.8,0.309058614564831
"570",4,1521,2017,3,39.9,10,7.9,0.538188277087034
"578",4,1522,2017,3,40.7,5,8.7,0.460035523978686
"586",1,1523,2017,3,34.7,10,7.5,0.303730017761989
"617",7,1524,2017,3,33.2,10,11.8,0.731793960923623
"618",3,1525,2017,3,28.9,10,9.9,0.506216696269982
"622",7,1526,2017,3,37.6,9.2,6.2,0.746003552397869
"623",3,1527,2017,3,21.9,10,10.9,0.815275310834814
"625",3,1528,2017,3,42,6.4,12.3,0.525754884547069
"630",7,1529,2017,3,33,10,10.9,0.75133214920071
"635",2,1530,2017,3,37,9.5,9.8,0.218472468916519
"636",7,1531,2017,3,35.3,9.9,9.6,0.570159857904085
"649",6,1532,2017,3,40,10,12.8,0.543516873889876
"650",4,1533,2017,3,36.7,9.2,10.7,0.539964476021314
"658",1,1534,2017,3,42.9,8.2,13.1,0.422735346358792
"694",2,1535,2017,3,20,10,16.1,0.325044404973357
"702",5,1536,2017,3,41.9,8.3,14.4,0.602131438721137
"710",5,1537,2017,3,45.9,5.5,15.3,0.490230905861456
"722",7,1538,2017,3,35.5,5.8,12.1,0.495559502664298
"729",6,1539,2017,3,45.9,9.1,17.7,0.589698046181172
"737",5,1540,2017,3,47.4,2,11.5,0.422735346358792
"743",5,1541,2017,3,38.6,10,14.8,0.504440497335702
"747",6,1542,2017,3,26.4,10,17.1,0.657193605683837
"748",2,1543,2017,3,20.8,10,19.8,0.27708703374778
"750",6,1544,2017,3,28.5,9.8,19.1,0.898756660746004
"755",1,1545,2017,3,22.9,9.9,17.8,0.36056838365897
"772",6,1546,2017,3,47.8,6.9,21.6,0.568383658969805
"773",2,1547,2017,3,36,5.6,19.4,0.385435168738899
"775",1,1548,2017,3,22.5,9.4,19.3,0.381882770870337
"777",3,1549,2017,3,39.2,9.4,21.4,0.740674955595027
"784",4,1550,2017,3,36.3,6,18.1,0.0728241563055062
"785",5,1551,2017,3,29.8,7.5,23.3,0.563055062166963
"846",7,1552,2017,4,47.5,10,5,0.323268206039076
"849",3,1553,2017,4,46.6,10,7.6,0.369449378330373
"864",6,1554,2017,4,52.9,3,5.3,0.630550621669627
"870",5,1555,2017,4,49.1,8.3,9.9,0.367673179396092
"874",3,1556,2017,4,43,10,6.9,0.55595026642984
"901",7,1557,2017,4,53.1,3.3,8.2,0.930728241563055
"902",1,1558,2017,4,46.8,9.7,9.2,0.287744227353464
"904",2,1559,2017,4,46.3,10,10.5,0.369449378330373
"909",6,1560,2017,4,49.8,9.5,8.2,0.456483126110124
"915",4,1561,2017,4,49.8,8.8,12.1,0.330373001776199
"919",3,1562,2017,4,46.9,10,10.2,0.534635879218472
"922",3,1563,2017,4,56.4,8.7,12,0.275310834813499
"928",5,1564,2017,4,41.7,10,10.5,0.438721136767318
"935",2,1565,2017,4,46.5,10,10.5,0.326820603907638
"942",6,1566,2017,4,47.5,5.9,9.8,0.531083481349911
"963",2,1567,2017,4,53.4,9.8,12.6,0.243339253996448
"966",7,1568,2017,4,45.7,4.6,13.9,0.634103019538188
"978",5,1569,2017,4,42.6,7.8,14.1,0.451154529307282
"989",1,1570,2017,4,46.7,5.7,13.2,0.387211367673179
"992",4,1571,2017,4,49.7,6.7,14.2,0.692717584369449
"1000",1,1572,2017,4,54.2,2.7,11.6,0.58259325044405
"1010",4,1573,2017,4,47.8,10,12.1,0.325044404973357
"1011",1,1574,2017,4,43.9,9.8,16.5,0.522202486678508
"1014",2,1575,2017,4,51.9,5.3,15.7,0.262877442273535
"1032",2,1576,2017,4,39.7,9.3,14.7,0.321492007104796
"1036",6,1577,2017,4,41.9,7.9,12.9,0.674955595026643
"1042",7,1578,2017,4,47.8,6.9,14.9,0.641207815275311
"1045",5,1579,2017,4,53.1,1.1,17.9,0.52753108348135
"1067",4,1580,2017,4,42.9,6.3,16.3,0.470692717584369
"1076",1,1581,2017,4,39.8,3.3,24.2,0.458259325044405
"1114",4,1582,2017,5,48.3,10,6.2,0.564831261101243
"1123",1,1583,2017,5,57.5,10,7.2,0.252220248667851
"1136",5,1584,2017,5,55.4,3.6,7.8,0.596802841918295
"1141",4,1585,2017,5,53.5,8.1,7.9,0.557726465364121
"1150",2,1586,2017,5,51.8,9.4,6.1,0.252220248667851
"1171",3,1587,2017,5,51.4,9.5,8.2,0.685612788632327
"1172",5,1588,2017,5,48.7,9.9,4.5,0.595026642984014
"1191",2,1589,2017,5,52.7,10,6.8,0.506216696269982
"1207",3,1590,2017,5,49.6,8.1,11.7,0.0674955595026643
"1214",1,1591,2017,5,47.9,10,8.6,0.621669626998224
"1217",2,1592,2017,5,52.5,7.1,10.6,0.321492007104796
"1227",6,1593,2017,5,51.5,10,10.6,0.653641207815275
"1239",5,1595,2017,5,57.9,9.8,11.3,0.746003552397869
"1242",3,1597,2017,5,49.3,5,10.6,0.543516873889876
"1265",7,1598,2017,5,48.6,9.7,11.8,0.85968028419183
"1268",6,1599,2017,5,53.8,5.6,11.6,0.726465364120782
"1273",6,1600,2017,5,49.5,10,7.6,0.626998223801066
"1279",4,1601,2017,5,57.5,10,10.7,0.641207815275311
"1280",5,1602,2017,5,54.7,9.5,13,0.676731793960924
"1296",5,1603,2017,5,53.9,9,9.2,0.547069271758437
"1298",3,1604,2017,5,50,10,15.6,0.541740674955595
"1301",4,1605,2017,5,56.8,7.5,11.8,0.579040852575488
"1308",3,1606,2017,5,51.1,10,12.9,0.703374777975133
"1332",7,1607,2017,5,55.4,6.2,12.9,0.786856127886323
"1333",4,1608,2017,5,55.4,2.2,14.5,0.728241563055062
"1342",1,1609,2017,5,56.3,10,16,0.495559502664298
"1344",2,1610,2017,5,50.4,5.6,16.5,0.532859680284192
"1347",1,1611,2017,5,55.1,2.6,13.5,0.625222024866785
"1351",7,1612,2017,5,49.4,7.6,14.9,0.786856127886323
"1433",2,1613,2017,6,68.8,9.4,7.6,0.456483126110124
"1451",4,1614,2017,6,64.3,9.9,7.8,0.753108348134991
"1462",7,1615,2017,6,58.2,8.3,8.2,0.717584369449378
"1472",6,1616,2017,6,52.7,9.2,5.5,0.580817051509769
"1482",6,1617,2017,6,55.7,3,7.7,0.570159857904085
"1485",3,1618,2017,6,66.7,9.8,7.8,0.596802841918295
"1500",5,1619,2017,6,67.1,9.3,10.3,0.747779751332149
"1502",1,1620,2017,6,56.9,10,8.2,0.539964476021314
"1503",6,1621,2017,6,57.2,10,7.5,0.77797513321492
"1514",2,1622,2017,6,58,10,7.3,0.239786856127886
"1516",6,1623,2017,6,65.8,7.8,9.2,0.909413854351687
"1519",1,1624,2017,6,60.4,9.3,9.1,0.589698046181172
"1523",3,1625,2017,6,66,8,11.4,0.836589698046181
"1525",2,1626,2017,6,63.8,0.7,10.2,0.461811722912966
"1527",2,1627,2017,6,61.5,9.3,11.3,0.655417406749556
"1537",6,1628,2017,6,65.6,9.9,11.5,0.770870337477798
"1541",7,1629,2017,6,64.9,6.3,9.7,0.817051509769094
"1564",7,1630,2017,6,66.9,8.8,13.3,0.735346358792185
"1565",5,1631,2017,6,62.6,5.4,11.4,0.730017761989343
"1566",4,1632,2017,6,67.3,7.6,10.6,0.880994671403197
"1585",5,1633,2017,6,65.4,9.9,9.9,0.705150976909414
"1590",1,1634,2017,6,61.7,4.3,11.8,0.570159857904085
"1597",1,1635,2017,6,67.2,4.6,15,0.746003552397869
"1601",3,1636,2017,6,64.7,0.9,15.2,0.863232682060391
"1606",3,1637,2017,6,56.6,7,8.4,0.573712255772647
"1612",4,1638,2017,6,63.4,1.1,15,0.852575488454707
"1613",5,1639,2017,6,54.5,8.4,12.8,0.607460035523979
"1618",7,1640,2017,6,59.8,9.9,15.5,0.575488454706927
"1625",7,1641,2017,6,57.6,9.1,13.2,0.776198934280639
"1627",4,1642,2017,6,52.4,5.1,15.2,0.580817051509769
"1669",6,1643,2017,7,61.7,9.9,5.9,0.493783303730018
"1683",3,1644,2017,7,63.9,10,4.2,0.573712255772647
"1693",4,1645,2017,7,69.4,4,5.5,0.662522202486678
"1725",4,1646,2017,7,72,9.8,5.8,0.161634103019538
"1733",7,1647,2017,7,69.2,10,8.5,0.625222024866785
"1741",1,1648,2017,7,64.3,8.4,5.6,0.561278863232682
"1756",5,1649,2017,7,67.9,9.9,6.5,0.662522202486678
"1758",3,1650,2017,7,67.3,3.9,5.7,0.543516873889876
"1763",5,1651,2017,7,70.8,1.8,7.3,0.61101243339254
"1766",6,1652,2017,7,61.8,10,7.3,0.492007104795737
"1769",5,1653,2017,7,71.6,4.2,7.6,0.735346358792185
"1770",6,1654,2017,7,74.7,5.3,7.7,0.783303730017762
"1773",2,1655,2017,7,69.3,5.8,7.1,0.323268206039076
"1790",1,1656,2017,7,74,8.8,7.1,0.559502664298401
"1802",5,1657,2017,7,63.6,10,7.4,0.536412078152753
"1804",7,1658,2017,7,63.7,9,8.9,0.664298401420959
"1805",7,1659,2017,7,75.6,5.7,7.8,0.710479573712256
"1809",4,1660,2017,7,68.8,2.7,8.6,0.541740674955595
"1813",3,1661,2017,7,68.3,9.6,9,0.593250444049734
"1820",3,1662,2017,7,70.9,8.2,9.5,0.504440497335702
"1858",2,1663,2017,7,68.7,4.2,11.4,0.36234458259325
"1885",2,1664,2017,7,68.4,8.7,6,0.392539964476021
"1896",2,1665,2017,7,69.6,9.3,10.1,0.317939609236234
"1908",1,1666,2017,7,67.7,5.9,13,0.465364120781528
"1911",4,1667,2017,7,62.8,9.5,13.8,0.465364120781528
"1922",1,1669,2017,7,67.3,5.4,8.9,0.447602131438721
"1924",1,1670,2017,7,65.1,6.9,11.1,0.317939609236234
"1925",7,1671,2017,7,66,5.2,8.7,0.605683836589698
"1930",6,1672,2017,7,70.8,4.4,8.2,0.756660746003552
"1933",2,1673,2017,7,67.1,9.6,15,0.484902309058615
"1977",7,1674,2017,8,67.6,9.3,5.8,0.571936056838366
"1978",3,1675,2017,8,67.7,6.1,4.3,0.477797513321492
"1984",1,1676,2017,8,64.1,9.9,3.7,0.420959147424512
"1997",6,1677,2017,8,68,9.1,5.2,0.543516873889876
"2001",4,1678,2017,8,67.8,4.3,4,0.433392539964476
"2002",6,1679,2017,8,67.5,9.1,5.8,0.674955595026643
"2005",6,1680,2017,8,67.8,8.8,6,0.563055062166963
"2013",2,1681,2017,8,62.3,10,5,0.293072824156306
"2026",3,1682,2017,8,69.9,9.8,5.9,0.522202486678508
"2048",5,1683,2017,8,67.1,8.2,6.5,0.571936056838366
"2053",6,1684,2017,8,70,10,5.6,0.529307282415631
"2054",3,1685,2017,8,67.5,10,7.8,0.484902309058615
"2064",7,1686,2017,8,67.7,2.9,6.3,0.754884547069272
"2065",5,1687,2017,8,68.6,9.9,6.5,0.506216696269982
"2067",1,1688,2017,8,67.7,2.5,7.9,0.426287744227353
"2092",4,1689,2017,8,68.2,10,8.6,0.660746003552398
"2097",1,1690,2017,8,65.9,4.2,5.8,0.342806394316163
"2122",7,1691,2017,8,66.4,10,5.5,0.532859680284192
"2129",7,1692,2017,8,66.6,8,8.8,0.495559502664298
"2148",4,1693,2017,8,62,9.9,8.6,0.49911190053286
"2153",2,1694,2017,8,72.8,6.3,9.7,0.364120781527531
"2158",2,1695,2017,8,71,6.1,8.3,0.408525754884547
"2166",4,1696,2017,8,70.5,6.4,10.6,0.623445825932504
"2188",5,1697,2017,8,71.1,6.8,6.5,0.474245115452931
"2195",6,1698,2017,8,66.2,9.6,9.7,0.506216696269982
"2209",4,1699,2017,8,65.2,7.8,11.3,0.529307282415631
"2217",2,1700,2017,8,69.4,9.5,11.8,0.330373001776199
"2220",3,1701,2017,8,62.7,10,8.5,0.44582593250444
"2227",5,1702,2017,8,72.3,6.3,12.4,0.525754884547069
"2241",1,1703,2017,8,71.8,5.6,12.2,0.541740674955595
"2248",5,1704,2017,8,61.8,7,16,0.600355239786856
"2282",4,1705,2017,9,65.9,2.6,3.4,0.573712255772647
"2289",1,1706,2017,9,66.8,4.6,2.8,0.515097690941385
"2290",3,1707,2017,9,64.2,2.8,4.2,0.698046181172291
"2301",2,1708,2017,9,64.7,4.8,3.4,0.449378330373002
"2302",1,1709,2017,9,58.7,10,5.3,0.406749555950266
"2312",5,1710,2017,9,68.7,1.5,4.7,0.644760213143872
"2335",7,1711,2017,9,67.9,6.7,6.3,0.877442273534636
"2346",1,1712,2017,9,63.1,10,7.5,0.488454706927176
"2360",5,1713,2017,9,67.5,9.5,8,0.719360568383659
"2371",2,1714,2017,9,65.3,3.7,9.6,0.451154529307282
"2375",1,1715,2017,9,56.3,9.8,8.3,0.385435168738899
"2384",3,1716,2017,9,65.7,3.4,7.6,0.602131438721137
"2390",3,1717,2017,9,63.6,10,7.9,0.714031971580817
"2401",7,1718,2017,9,65.4,9.5,11.3,0.72291296625222
"2405",6,1719,2017,9,67.4,5.1,9,0.701598579040853
"2411",4,1720,2017,9,65.3,10,8.3,0.616341030195382
"2437",7,1721,2017,9,62.7,10,10.6,0.618117229129662
"2455",3,1722,2017,9,65.4,9.6,13.4,0.353463587921847
"2462",7,1723,2017,9,59.6,10,10.6,0.753108348134991
"2467",4,1724,2017,9,68.1,6.9,14,0.664298401420959
"2470",5,1725,2017,9,69.6,6,13.6,0.488454706927176
"2476",2,1726,2017,9,61.1,9.7,9.9,0.355239786856128
"2490",4,1727,2017,9,65.5,3.3,14.5,0.58259325044405
"2492",6,1728,2017,9,69.4,4.9,9.3,0.72291296625222
"2514",1,1729,2017,9,62.6,2.1,17.2,0.529307282415631
"2520",6,1730,2017,9,67.1,7.9,13,0.811722912966252
"2523",2,1731,2017,9,60,6.7,13.1,0.328596802841918
"2525",5,1732,2017,9,66.1,3.2,21.3,0.44404973357016
"2528",7,1733,2017,9,61.3,2.8,27.5,0.49911190053286
"2529",6,1734,2017,9,63.9,3.4,29.6,0.358792184724689
"2552",1,1735,2017,10,62.4,6.7,5.5,0.41563055062167
"2557",2,1736,2017,10,60.6,10,6.9,0.346358792184725
"2562",1,1737,2017,10,63.8,3.9,5.7,0.420959147424512
"2578",4,1738,2017,10,54.1,10,6,0.628774422735346
"2581",2,1739,2017,10,55.5,10,7.9,0.422735346358792
"2598",3,1740,2017,10,59.5,6.5,7.2,0.596802841918295
"2599",1,1741,2017,10,58.8,10,7,0.44404973357016
"2609",1,1742,2017,10,55.1,10,6.7,0.50088809946714
"2611",5,1743,2017,10,62.1,10,6.9,0.523978685612789
"2623",6,1744,2017,10,59.7,10,9.3,0.769094138543517
"2638",7,1745,2017,10,64.9,7.4,7.6,0.561278863232682
"2646",3,1746,2017,10,58,10,9.3,0.72113676731794
"2656",2,1747,2017,10,65.8,9.2,12.8,0.33392539964476
"2671",5,1748,2017,10,56.7,10,10.1,0.717584369449378
"2676",7,1749,2017,10,62,10,11.3,0.870337477797513
"2687",7,1750,2017,10,56.4,10,10.9,0.577264653641208
"2699",7,1751,2017,10,54.1,10,12.1,0.756660746003552
"2705",3,1752,2017,10,66.3,6.2,10.5,0.378330373001776
"2708",4,1753,2017,10,64.3,8.7,14.7,0.625222024866785
"2725",5,1754,2017,10,59.3,10,12.4,0.671403197158082
"2735",3,1755,2017,10,62.3,8.8,13.8,0.547069271758437
"2742",2,1756,2017,10,60.4,9.6,12.3,0.497335701598579
"2746",2,1757,2017,10,63.3,1.4,7.1,0.289520426287744
"2751",6,1758,2017,10,63.7,8.4,15.8,0.575488454706927
"2753",6,1759,2017,10,57.1,10,14.5,0.479573712255773
"2759",4,1760,2017,10,68.8,5.9,11,0.772646536412078
"2760",4,1761,2017,10,51.1,10,12.1,0.715808170515098
"2775",6,1762,2017,10,60.1,7.8,11.3,0.577264653641208
"2777",4,1763,2017,10,57.7,10,18.1,0.644760213143872
"2778",5,1764,2017,10,65.1,4.9,17.1,0.559502664298401
"2810",3,1765,2017,10,60.4,6.9,27.3,0.886323268206039
"2839",7,1766,2017,11,40.8,10,6.9,0.300177619893428
"2845",1,1767,2017,11,50.1,10,7.8,0.218472468916519
"2856",2,1768,2017,11,35.8,10,5,0.365896980461812
"2861",7,1769,2017,11,58.7,3.4,7.7,0.786856127886323
"2873",5,1770,2017,11,50.6,10,6.7,0.486678507992895
"2881",3,1771,2017,11,48.8,10,9.2,0.650088809946714
"2902",4,1772,2017,11,37.9,10,10,0.561278863232682
"2903",6,1773,2017,11,58.9,10,10.4,0.733570159857904
"2918",6,1774,2017,11,48.3,10,8.7,0.655417406749556
"2922",1,1775,2017,11,43.5,10,9.4,0.525754884547069
"2924",3,1776,2017,11,62.2,7.4,11.8,0.619893428063943
"2931",5,1777,2017,11,43.9,10,11.3,0.674955595026643
"2933",4,1778,2017,11,46.1,10,12.3,0.557726465364121
"2939",6,1779,2017,11,43.2,10,10.1,0.586145648312611
"2945",3,1780,2017,11,43,10,12.4,0.536412078152753
"2950",4,1781,2017,11,53,9.8,12.5,0.669626998223801
"2953",4,1782,2017,11,51.1,10,15.3,0.811722912966252
"2964",2,1783,2017,11,54.5,10,10.8,0.330373001776199
"2971",5,1784,2017,11,52.2,9.8,14.6,0.653641207815275
"2985",1,1785,2017,11,53.6,9.3,13.9,0.497335701598579
"2986",2,1786,2017,11,48.9,9.9,12.2,0.269982238010657
"2989",7,1787,2017,11,44.6,10,12.3,0.69449378330373
"2994",3,1788,2017,11,40.5,10,15.4,0.737122557726465
"2996",1,1789,2017,11,30.2,10,12.6,0.515097690941385
"3010",7,1790,2017,11,43.8,9.9,15.6,0.854351687388988
"3011",6,1791,2017,11,46.6,8.9,10.1,0.849023090586146
"3018",5,1792,2017,11,47,9.7,16.7,0.58436944937833
"3019",6,1793,2017,11,38.7,10,11.1,0.241563055062167
