"","day_index","day","year","mo","county","temp","visib","wdsp","NUM_COLLISIONS"
"15601",701,5,2014,12,"Bronx County",44.8,10,10.4,0.16504854368932
"15610",710,6,2014,12,"Bronx County",43.7,10,7.4,0.179611650485437
"15613",713,7,2014,12,"Bronx County",47,9.5,10.7,0.131067961165049
"15618",718,1,2014,12,"Bronx County",41.2,9.9,8.4,0.12621359223301
"15624",724,2,2014,12,"Bronx County",32.1,10,11.9,0.179611650485437
"15627",727,3,2014,12,"Bronx County",26.9,9.9,7.5,0.242718446601942
"199",734,4,2015,1,"Bronx County",31.8,9.9,13.6,0.174107142857143
"205",740,5,2015,1,"Bronx County",40.4,10,13.1,0.209821428571429
"207",742,6,2015,1,"Bronx County",34.5,9.5,11.1,0.223214285714286
"211",746,7,2015,1,"Bronx County",48.6,1.9,15.5,0.160714285714286
"219",754,1,2015,1,"Bronx County",44,7.6,16.3,0.227678571428571
"222",757,2,2015,1,"Bronx County",20.8,8.8,10.3,0.40625
"228",763,3,2015,1,"Bronx County",22.6,9.4,12.1,0.183035714285714
"231",766,4,2015,1,"Bronx County",13.1,9.9,14.8,0.241071428571429
"238",773,5,2015,1,"Bronx County",35.2,9.5,21,0.433035714285714
"244",779,6,2015,1,"Bronx County",26.9,10,10.2,0.205357142857143
"246",781,7,2015,1,"Bronx County",27.1,10,8.8,0.107142857142857
"252",787,1,2015,1,"Bronx County",40.9,7.7,6.3,0.276785714285714
"260",795,2,2015,1,"Bronx County",32.6,8.4,16.3,0.299107142857143
"264",799,3,2015,1,"Bronx County",32.1,8,9.6,0.236607142857143
"266",801,4,2015,1,"Bronx County",35.8,2.8,14.1,0.232142857142857
"274",809,5,2015,1,"Bronx County",34.5,10,14.9,0.21875
"277",812,6,2015,1,"Bronx County",20.2,10,13.3,0.241071428571429
"281",816,7,2015,1,"Bronx County",40,9.2,13.4,0.946428571428571
"289",824,1,2015,1,"Bronx County",41.7,8.2,13.5,0.299107142857143
"291",826,2,2015,1,"Bronx County",35.7,10,13.1,0.151785714285714
"300",835,3,2015,1,"Bronx County",32.3,10,7.9,0.245535714285714
"302",837,4,2015,1,"Bronx County",35.5,8.4,8.4,0.267857142857143
"307",842,5,2015,1,"Bronx County",31.6,10,10.4,0.196428571428571
"315",850,6,2015,1,"Bronx County",38.5,6.7,12.4,0.232142857142857
"318",853,7,2015,1,"Bronx County",36.5,9.4,16,0.116071428571429
"322",857,1,2015,1,"Bronx County",31.2,6.7,12.7,0.25
"326",861,2,2015,1,"Bronx County",30.2,0.6,39.3,0.0401785714285714
"335",870,3,2015,1,"Bronx County",21.6,6.6,16.6,0.200892857142857
"338",873,4,2015,1,"Bronx County",29.2,10,8.5,0.223214285714286
"345",880,5,2015,1,"Bronx County",35.1,8.4,8.1,0.299107142857143
"348",883,6,2015,1,"Bronx County",24.5,7.8,20.3,0.21875
"1689",889,7,2015,2,"Bronx County",24.8,10,16.8,0.142857142857143
"1692",892,1,2015,2,"Bronx County",33.1,5.7,12.8,0.258928571428571
"1696",896,2,2015,2,"Bronx County",21,9.3,17.6,0.303571428571429
"1705",905,3,2015,2,"Bronx County",28.1,10,7.6,0.25
"1709",909,4,2015,2,"Bronx County",34.1,7.2,12.9,0.357142857142857
"1712",912,5,2015,2,"Bronx County",16.8,9.8,15.8,0.308035714285714
"1722",922,7,2015,2,"Bronx County",34.5,7.6,6,0.09375
"1727",927,1,2015,2,"Bronx County",37.1,6.3,14.9,0.241071428571429
"1735",935,2,2015,2,"Bronx County",36.4,7.4,21.1,0.267857142857143
"1740",940,3,2015,2,"Bronx County",32.6,9.9,23.9,0.34375
"1743",943,4,2015,2,"Bronx County",31,8.9,9.5,0.223214285714286
"1750",950,5,2015,2,"Bronx County",21.8,8.1,16.2,0.325892857142857
"1752",952,6,2015,2,"Bronx County",20.6,8.6,8.4,0.214285714285714
"1759",959,7,2015,2,"Bronx County",25.7,4.6,19.6,0.183035714285714
"1763",963,1,2015,2,"Bronx County",10.7,8.6,22.7,0.125
"1768",968,2,2015,2,"Bronx County",21.7,6.5,7.7,0.294642857142857
"1774",974,3,2015,2,"Bronx County",30.6,10,8.8,0.263392857142857
"1780",980,4,2015,2,"Bronx County",27,6.9,11,0.25
"1784",984,5,2015,2,"Bronx County",14.1,9.5,18.8,0.299107142857143
"1787",987,6,2015,2,"Bronx County",21.9,10,8.5,0.290178571428571
"1791",991,7,2015,2,"Bronx County",36,2.6,7.7,0.196428571428571
"1796",996,1,2015,2,"Bronx County",29.4,6,8.9,0.303571428571429
"1803",1003,2,2015,2,"Bronx County",14.3,10,11.9,0.147321428571429
"1806",1006,3,2015,2,"Bronx County",29.9,7.9,12.4,0.0446428571428571
"1814",1014,4,2015,2,"Bronx County",28,7.5,12,0.0535714285714286
"1817",1017,5,2015,2,"Bronx County",24.2,10,9.3,0.258928571428571
"1825",1025,6,2015,2,"Bronx County",22.2,10,7.2,0.272321428571429
"3284",1029,7,2015,3,"Bronx County",23.1,9.1,5.1,0.34375
"3287",1032,1,2015,3,"Bronx County",33.4,6.8,10.9,0.3125
"3293",1038,2,2015,3,"Bronx County",27,10,10.8,0.348214285714286
"3300",1045,3,2015,3,"Bronx County",36.1,3.1,14.8,0.3125
"3304",1049,4,2015,3,"Bronx County",32.7,1.6,10,0.441964285714286
"3308",1053,5,2015,3,"Bronx County",22.7,8.3,11.7,0.433035714285714
"3313",1058,6,2015,3,"Bronx County",25,9.9,10.9,0.28125
"3320",1065,7,2015,3,"Bronx County",33.8,9.2,8,0.200892857142857
"3325",1070,1,2015,3,"Bronx County",35.6,9.6,9.5,0.334821428571429
"3328",1073,2,2015,3,"Bronx County",36.5,9.9,6,0.276785714285714
"3331",1076,3,2015,3,"Bronx County",42.1,5,12.3,0.28125
"3336",1081,4,2015,3,"Bronx County",38.1,10,14.1,0.267857142857143
"3343",1088,5,2015,3,"Bronx County",31.1,10,12.3,0.28125
"3348",1093,6,2015,3,"Bronx County",38.7,5.8,10.8,0.25
"3354",734,7,2015,3,"Bronx County",38.5,7,12.3,0.21875
"3359",739,1,2015,3,"Bronx County",32.9,9,17.1,0.169642857142857
"3364",744,2,2015,3,"Bronx County",38.6,7.9,10.1,0.209821428571429
"3370",750,3,2015,3,"Bronx County",31,10,21.1,0.200892857142857
"3372",752,4,2015,3,"Bronx County",27.6,10,18.3,0.205357142857143
"3380",760,5,2015,3,"Bronx County",30.3,9,6.3,0.397321428571429
"3383",763,6,2015,3,"Bronx County",34.2,7,8.5,0.227678571428571
"3388",768,7,2015,3,"Bronx County",35.1,9.4,15.7,0.147321428571429
"3395",775,1,2015,3,"Bronx County",27.2,10,14.9,0.290178571428571
"3396",776,2,2015,3,"Bronx County",31.4,10,6.7,0.263392857142857
"3402",782,3,2015,3,"Bronx County",33.6,9.9,6.7,0.1875
"3406",786,4,2015,3,"Bronx County",42.6,4.2,12.8,0.254464285714286
"3415",795,5,2015,3,"Bronx County",42.4,5.1,13.1,0.232142857142857
"3417",797,6,2015,3,"Bronx County",37.4,7.8,12.7,0.200892857142857
"3423",803,7,2015,3,"Bronx County",34.9,9.5,10.6,0.21875
"3427",807,1,2015,3,"Bronx County",36.8,9.8,11,0.236607142857143
"3432",812,2,2015,3,"Bronx County",39.4,9.8,13.6,0.232142857142857
"4795",820,3,2015,4,"Bronx County",37.9,9.8,11.5,0.285714285714286
"4800",825,4,2015,4,"Bronx County",37.1,9.9,7,0.276785714285714
"4803",828,5,2015,4,"Bronx County",45,5.9,14.6,0.178571428571429
"4809",834,6,2015,4,"Bronx County",47.3,4.8,13.7,0.196428571428571
"4813",838,7,2015,4,"Bronx County",41.6,10,12.5,0.241071428571429
"4816",841,1,2015,4,"Bronx County",43.2,9.5,6.8,0.263392857142857
"4822",847,2,2015,4,"Bronx County",44.2,8.6,9.3,0.1875
"4828",853,3,2015,4,"Bronx County",41.2,10,14.8,0.200892857142857
"4832",857,4,2015,4,"Bronx County",39.4,4.5,18.7,0.151785714285714
"4839",864,5,2015,4,"Bronx County",43.9,3.6,9.4,0.263392857142857
"4845",870,6,2015,4,"Bronx County",47.8,5.1,12.4,0.258928571428571
"4850",875,7,2015,4,"Bronx County",45,10,10.1,0.267857142857143
"4851",876,1,2015,4,"Bronx County",45,10,9.1,0.245535714285714
"4857",882,2,2015,4,"Bronx County",49.8,8.9,10.2,0.223214285714286
"4865",890,3,2015,4,"Bronx County",50.6,8.3,6.9,0.245535714285714
"4868",893,4,2015,4,"Bronx County",46.4,10,8.6,0.21875
"4871",896,5,2015,4,"Bronx County",47.5,6.9,12.5,0.316964285714286
"4876",901,6,2015,4,"Bronx County",51.9,7.3,7.7,0.330357142857143
"4884",909,7,2015,4,"Bronx County",46.3,9.9,11,0.223214285714286
"4887",912,1,2015,4,"Bronx County",45.2,8.5,16.2,0.276785714285714
"4893",918,2,2015,4,"Bronx County",51.5,3.6,14.3,0.209821428571429
"4900",925,3,2015,4,"Bronx County",49.8,10,8.6,0.205357142857143
"4904",929,4,2015,4,"Bronx County",46.9,9.8,13.4,0.267857142857143
"4909",934,5,2015,4,"Bronx County",44,10,14.6,0.299107142857143
"4914",939,6,2015,4,"Bronx County",43.7,9.9,12.9,0.267857142857143
"4916",941,7,2015,4,"Bronx County",46.1,9.8,7.4,0.236607142857143
"4922",947,1,2015,4,"Bronx County",49,10,8.9,0.267857142857143
"4928",953,2,2015,4,"Bronx County",46,9.8,15.7,0.258928571428571
"4932",957,3,2015,4,"Bronx County",49.3,9.8,7.8,0.290178571428571
"4938",963,4,2015,4,"Bronx County",48.1,10,7.8,0.28125
"6281",966,5,2015,5,"Bronx County",43.8,9.6,13.3,0.285714285714286
"6289",974,6,2015,5,"Bronx County",44.4,10,9.6,0.25
"6294",979,7,2015,5,"Bronx County",44.5,9.9,5.3,0.263392857142857
"6298",983,1,2015,5,"Bronx County",52.2,9.9,8.8,0.258928571428571
"6303",988,2,2015,5,"Bronx County",57.1,9.8,11,0.258928571428571
"6307",992,3,2015,5,"Bronx County",55.3,9.7,6.8,0.205357142857143
"6315",1000,4,2015,5,"Bronx County",55.9,9.8,7.2,0.357142857142857
"6319",1004,5,2015,5,"Bronx County",52.4,7.1,8.8,0.330357142857143
"6325",1010,6,2015,5,"Bronx County",54.3,4.4,6.4,0.227678571428571
"6330",1015,7,2015,5,"Bronx County",57,0.8,8.3,0.25
"6333",1018,1,2015,5,"Bronx County",57.9,0.8,11.1,0.21875
"6340",1025,2,2015,5,"Bronx County",58.3,0.9,11.3,0.361607142857143
"6341",1026,3,2015,5,"Bronx County",59.5,8.7,12.2,0.245535714285714
"6346",1031,4,2015,5,"Bronx County",54,10,6.9,0.272321428571429
"6351",1036,5,2015,5,"Bronx County",54.4,10,9.7,0.321428571428571
"6359",1044,6,2015,5,"Bronx County",55.5,9.9,7.5,0.263392857142857
"6365",1050,7,2015,5,"Bronx County",63.1,9.4,9.1,0.241071428571429
"6370",1055,1,2015,5,"Bronx County",53.9,5.7,9.4,0.223214285714286
"6373",1058,2,2015,5,"Bronx County",51.4,2.3,8.6,0.267857142857143
"6380",1065,3,2015,5,"Bronx County",58.8,6.1,11.2,0.28125
"6381",1066,4,2015,5,"Bronx County",54.8,10,7.7,0.276785714285714
"6386",1071,5,2015,5,"Bronx County",53.8,9.1,9.2,0.366071428571429
"6392",1077,6,2015,5,"Bronx County",54.8,10,15,0.290178571428571
"6397",1082,7,2015,5,"Bronx County",56.5,10,15.5,0.183035714285714
"6409",1094,2,2015,5,"Bronx County",61.1,9.8,14.4,0.303571428571429
"6412",732,3,2015,5,"Bronx County",62.4,8.5,13.4,0.299107142857143
"6418",738,4,2015,5,"Bronx County",62.4,9.2,11.7,0.303571428571429
"6421",741,5,2015,5,"Bronx County",65.4,9.2,5.7,0.383928571428571
"6427",747,6,2015,5,"Bronx County",63.3,4.2,8.5,0.200892857142857
"6435",755,7,2015,5,"Bronx County",64.7,7.1,11.2,0.263392857142857
"7841",756,1,2015,6,"Bronx County",55.9,4.9,12.7,0.370535714285714
"7848",763,2,2015,6,"Bronx County",53.4,6.6,13.7,0.285714285714286
"7854",769,3,2015,6,"Bronx County",53,10,13.9,0.254464285714286
"7858",773,4,2015,6,"Bronx County",52.2,10,7.9,0.232142857142857
"7861",776,5,2015,6,"Bronx County",53.1,10,7.3,0.339285714285714
"7870",785,6,2015,6,"Bronx County",58,8.4,11.5,0.299107142857143
"7872",787,7,2015,6,"Bronx County",59.5,10,7.7,0.272321428571429
"7878",793,1,2015,6,"Bronx County",59.6,10,10.6,0.227678571428571
"7885",800,2,2015,6,"Bronx County",64,7.9,14.2,0.241071428571429
"7890",805,3,2015,6,"Bronx County",65.2,6.4,8.8,0.272321428571429
"7895",810,4,2015,6,"Bronx County",64.6,9.1,11.8,0.263392857142857
"7897",812,5,2015,6,"Bronx County",67,5.9,6.8,0.15625
"7905",820,6,2015,6,"Bronx County",68,6,10.9,0.200892857142857
"7908",823,7,2015,6,"Bronx County",66.9,10,8.9,0.241071428571429
"7913",828,1,2015,6,"Bronx County",57.8,8,9.9,0.196428571428571
"7917",832,2,2015,6,"Bronx County",64.2,3.6,7.1,0.263392857142857
"7923",838,3,2015,6,"Bronx County",64.8,8.4,14.5,0.285714285714286
"7930",845,4,2015,6,"Bronx County",59.1,10,3.9,0.241071428571429
"7931",846,5,2015,6,"Bronx County",65.6,10,7.4,0.388392857142857
"7936",851,6,2015,6,"Bronx County",62,10,9,0.263392857142857
"7941",856,7,2015,6,"Bronx County",64.9,6.2,11.3,0.254464285714286
"7950",865,1,2015,6,"Bronx County",67.1,6.2,6.2,0.40625
"7954",869,2,2015,6,"Bronx County",65.5,7.8,10.2,0.308035714285714
"7960",875,3,2015,6,"Bronx County",70.8,8.2,9.4,0.392857142857143
"7963",878,4,2015,6,"Bronx County",68.7,10,7.4,0.357142857142857
"7967",882,5,2015,6,"Bronx County",66,9.9,7.9,0.375
"7972",887,6,2015,6,"Bronx County",61.5,9.2,8.4,0.245535714285714
"7978",893,7,2015,6,"Bronx County",64.4,4.3,13,0.245535714285714
"7983",898,1,2015,6,"Bronx County",64.3,7.4,9.7,0.272321428571429
"7987",902,2,2015,6,"Bronx County",67.1,9.3,7.1,0.28125
"8157",907,5,2015,7,"Bronx County",71.7,10,7.5,0.236607142857143
"8165",915,6,2015,7,"Bronx County",68.5,9.7,4.4,0.21875
"8169",919,7,2015,7,"Bronx County",65.8,8.8,8.5,0.232142857142857
"8174",924,1,2015,7,"Bronx County",71.1,9.9,8.3,0.232142857142857
"8177",927,2,2015,7,"Bronx County",72.4,9,7.2,0.299107142857143
"8184",934,3,2015,7,"Bronx County",76,5.4,6.8,0.241071428571429
"8189",939,4,2015,7,"Bronx County",74.2,6.2,9.7,0.25
"8195",945,5,2015,7,"Bronx County",76.7,8.5,8.5,0.397321428571429
"9591",946,3,2015,7,"Bronx County",65.5,6.5,10.4,0.28125
"9597",952,4,2015,7,"Bronx County",68.7,7.1,7,0.21875
"9602",957,5,2015,7,"Bronx County",68.3,7.6,5.8,0.299107142857143
"9610",965,6,2015,7,"Bronx County",62.9,8,6.2,0.165178571428571
"9612",967,7,2015,7,"Bronx County",65.8,9.3,8.2,0.254464285714286
"9616",971,1,2015,7,"Bronx County",69.2,8.8,8.2,0.276785714285714
"9623",978,2,2015,7,"Bronx County",68.1,7.4,8.2,0.308035714285714
"9629",984,3,2015,7,"Bronx County",70.6,3.8,9.8,0.232142857142857
"9632",987,4,2015,7,"Bronx County",69.1,8.5,9.8,0.272321428571429
"9637",992,5,2015,7,"Bronx County",65.2,8.7,7.9,0.352678571428571
"9642",997,6,2015,7,"Bronx County",71.8,10,8.4,0.258928571428571
"9647",1002,7,2015,7,"Bronx County",71.5,9.7,9.3,0.196428571428571
"9652",1007,1,2015,7,"Bronx County",70.9,8.3,5.3,0.290178571428571
"9659",1014,2,2015,7,"Bronx County",67.4,9.8,9.2,0.361607142857143
"9664",1019,3,2015,7,"Bronx County",72.3,6.8,4.5,0.241071428571429
"9670",1025,4,2015,7,"Bronx County",67.3,9.2,16.6,0.308035714285714
"9674",1029,5,2015,7,"Bronx County",64.9,10,6,0.28125
"9677",1032,6,2015,7,"Bronx County",67.8,10,9.7,0.232142857142857
"9681",1036,7,2015,7,"Bronx County",71.4,6.9,9,0.263392857142857
"9688",1043,1,2015,7,"Bronx County",73.4,4.1,9.3,0.325892857142857
"9692",1047,2,2015,7,"Bronx County",72.6,3.6,5.4,0.245535714285714
"9697",1052,3,2015,7,"Bronx County",73.7,7.8,9.2,0.299107142857143
"9704",1059,4,2015,7,"Bronx County",71.9,10,8.3,0.241071428571429
"9720",1065,6,2015,8,"Bronx County",73.4,8.9,9.2,0.3125
"9723",1068,7,2015,8,"Bronx County",75.9,9,7.8,0.263392857142857
"9728",1073,1,2015,8,"Bronx County",74,9.1,8.9,0.424107142857143
"9732",1077,2,2015,8,"Bronx County",75,6.1,10.4,0.303571428571429
"9738",1083,3,2015,8,"Bronx County",74.5,7.6,7.8,0.236607142857143
"9742",1087,4,2015,8,"Bronx County",73.5,10,9.3,0.258928571428571
"9750",1095,5,2015,8,"Bronx County",71.2,10,7.4,0.401785714285714
"9753",733,6,2015,8,"Bronx County",69.7,10,11.8,0.232142857142857
"9758",738,7,2015,8,"Bronx County",67,9.2,13.1,0.223214285714286
"9762",742,1,2015,8,"Bronx County",66.9,9.3,6.6,0.357142857142857
"9770",750,2,2015,8,"Bronx County",67.9,7.5,12,0.28125
"9773",753,3,2015,8,"Bronx County",71.9,7.2,7.9,0.21875
"9777",757,4,2015,8,"Bronx County",71.1,8.4,5.2,0.375
"9784",764,5,2015,8,"Bronx County",70.4,8.6,4.8,0.379464285714286
"9786",766,6,2015,8,"Bronx County",71.8,8.2,6.7,0.294642857142857
"9793",773,7,2015,8,"Bronx County",74.3,9.5,8.5,0.254464285714286
"9796",776,1,2015,8,"Bronx County",74.1,7.6,8,0.25
"9802",782,2,2015,8,"Bronx County",74.5,8.8,8.8,0.308035714285714
"9808",788,3,2015,8,"Bronx County",73.9,6.3,5.4,0.28125
"9812",792,4,2015,8,"Bronx County",73.4,6.4,9.7,0.223214285714286
"9820",800,5,2015,8,"Bronx County",73.6,7.1,9.7,0.339285714285714
"9824",804,6,2015,8,"Bronx County",73.9,4.8,6,0.25
"9830",810,7,2015,8,"Bronx County",73.4,4.7,7.6,0.254464285714286
"9831",811,1,2015,8,"Bronx County",71.7,3.8,5.4,0.236607142857143
"9839",819,2,2015,8,"Bronx County",72.8,9.7,7.4,0.191964285714286
"9845",825,3,2015,8,"Bronx County",73.8,9.2,7.4,0.267857142857143
"9849",829,4,2015,8,"Bronx County",72.3,10,8.5,0.308035714285714
"9851",831,5,2015,8,"Bronx County",71.4,10,6.6,0.205357142857143
"9860",840,6,2015,8,"Bronx County",70.3,10,7,0.303571428571429
"9863",843,7,2015,8,"Bronx County",72.6,10,8.5,0.290178571428571
"9870",850,1,2015,8,"Bronx County",74.8,9,11.2,0.258928571428571
"11407",852,2,2015,9,"Bronx County",74.6,9.4,8.3,0.357142857142857
"11415",860,3,2015,9,"Bronx County",66,9.7,5.3,0.227678571428571
"11420",865,4,2015,9,"Bronx County",74.5,7.5,6,0.28125
"11422",867,5,2015,9,"Bronx County",70.6,6.8,12,0.276785714285714
"11426",871,6,2015,9,"Bronx County",66.8,10,9.3,0.276785714285714
"11431",876,7,2015,9,"Bronx County",66.6,10,4.7,0.232142857142857
"11439",884,1,2015,9,"Bronx County",73,10,11.9,0.178571428571429
"11441",886,2,2015,9,"Bronx County",76.4,9.1,13.5,0.375
"11446",891,3,2015,9,"Bronx County",75.8,7.6,10.3,0.308035714285714
"11451",896,4,2015,9,"Bronx County",73.8,5.6,5.6,0.348214285714286
"11456",901,5,2015,9,"Bronx County",68.6,9.5,12.6,0.415178571428571
"11462",907,6,2015,9,"Bronx County",67.7,9.9,8.8,0.267857142857143
"11466",911,7,2015,9,"Bronx County",68.2,8.8,8.4,0.196428571428571
"11475",920,1,2015,9,"Bronx County",67.6,10,14.5,0.28125
"11479",924,2,2015,9,"Bronx County",70.8,10,10.1,0.276785714285714
"11485",930,3,2015,9,"Bronx County",72.8,10,6.2,0.285714285714286
"11487",932,4,2015,9,"Bronx County",69.3,7.8,5.9,0.321428571428571
"11493",938,5,2015,9,"Bronx County",70.1,7.9,6.4,0.258928571428571
"11497",942,6,2015,9,"Bronx County",70.4,6.6,5.2,0.303571428571429
"11503",948,7,2015,9,"Bronx County",70.7,7.5,8.9,0.254464285714286
"11506",951,1,2015,9,"Bronx County",63.9,10,17.3,0.285714285714286
"11514",959,2,2015,9,"Bronx County",63.5,10,10.4,0.28125
"11518",963,3,2015,9,"Bronx County",62.4,10,9.8,0.232142857142857
"11522",967,4,2015,9,"Bronx County",61.5,10,9.2,0.303571428571429
"11528",973,5,2015,9,"Bronx County",61.2,10,10.3,0.303571428571429
"11534",979,6,2015,9,"Bronx County",59.4,10,11.4,0.196428571428571
"11536",981,7,2015,9,"Bronx County",59.4,10,7,0.1875
"11541",986,1,2015,9,"Bronx County",66.8,9.7,6.7,0.223214285714286
"11546",991,2,2015,9,"Bronx County",69.3,8.5,7.8,0.223214285714286
"11553",998,3,2015,9,"Bronx County",70.5,4.1,15.5,0.241071428571429
"13081",1001,4,2015,10,"Bronx County",59.7,8.1,21.4,0.321428571428571
"13087",1007,5,2015,10,"Bronx County",56,4.1,22.5,0.263392857142857
"13093",1013,6,2015,10,"Bronx County",55.5,7.9,22.1,0.299107142857143
"13097",1017,7,2015,10,"Bronx County",56.2,10,19.2,0.200892857142857
"13103",1023,1,2015,10,"Bronx County",58.6,10,17.1,0.236607142857143
"13109",1029,2,2015,10,"Bronx County",59.4,10,10.5,0.330357142857143
"13115",1035,3,2015,10,"Bronx County",57,10,5.4,0.267857142857143
"13118",1038,4,2015,10,"Bronx County",59.8,10,8.2,0.3125
"13125",1045,5,2015,10,"Bronx County",58.9,9.8,10.9,0.330357142857143
"13127",1047,6,2015,10,"Bronx County",59.2,9,13.1,0.34375
"13132",1052,7,2015,10,"Bronx County",56,10,8.1,0.241071428571429
"13138",1058,1,2015,10,"Bronx County",60.2,9.7,7.6,0.205357142857143
"13142",1062,2,2015,10,"Bronx County",64.4,6.5,8.3,0.334821428571429
"13150",1070,3,2015,10,"Bronx County",63.8,9,11.2,0.321428571428571
"13151",1071,4,2015,10,"Bronx County",57.1,10,10.4,0.290178571428571
"13160",1080,5,2015,10,"Bronx County",60.1,9.8,11.7,0.28125
"13162",1082,6,2015,10,"Bronx County",52.7,10,8.2,0.272321428571429
"13170",1090,7,2015,10,"Bronx County",46.1,10,13.7,0.245535714285714
"13175",1095,1,2015,10,"Bronx County",42.8,10,12.6,0.303571428571429
"13179",734,2,2015,10,"Bronx County",58.2,9.7,21.3,0.294642857142857
"13182",737,3,2015,10,"Bronx County",62.7,9.9,8.7,0.308035714285714
"13190",745,4,2015,10,"Bronx County",60.5,8.8,9.7,0.285714285714286
"13191",746,5,2015,10,"Bronx County",56.2,10,15.4,0.303571428571429
"13198",753,6,2015,10,"Bronx County",51.5,10,9.4,0.263392857142857
"13205",760,7,2015,10,"Bronx County",57,9.7,6.9,0.200892857142857
"13207",762,1,2015,10,"Bronx County",52.3,10,12.9,0.357142857142857
"13212",767,2,2015,10,"Bronx County",46.7,10,5.9,0.209821428571429
"13218",773,3,2015,10,"Bronx County",53.8,9.3,13.2,0.28125
"13225",780,4,2015,10,"Bronx County",63.2,3.5,17.6,0.3125
"13230",785,5,2015,10,"Bronx County",57.4,10,11.1,0.245535714285714
"13234",789,6,2015,10,"Bronx County",48.9,10,5.7,0.142857142857143
"14608",793,7,2015,11,"Bronx County",57,9.9,8.7,0.183035714285714
"14612",797,1,2015,11,"Bronx County",58.3,9.5,7.8,0.272321428571429
"14619",804,2,2015,11,"Bronx County",54.4,8.2,6.4,0.276785714285714
"14624",809,3,2015,11,"Bronx County",57,9.7,7.4,0.348214285714286
"14626",811,4,2015,11,"Bronx County",58.9,9.1,7.6,0.285714285714286
"14634",819,5,2015,11,"Bronx County",62.3,4.3,11.3,0.227678571428571
"14636",821,6,2015,11,"Bronx County",61.4,6.9,10.9,0.232142857142857
"14643",828,7,2015,11,"Bronx County",53.2,10,11,0.183035714285714
"14651",836,2,2015,11,"Bronx County",55.8,9.3,7.9,0.339285714285714
"14658",843,3,2015,11,"Bronx County",56.1,4,20.5,0.21875
"14663",848,4,2015,11,"Bronx County",52.5,7.3,11.5,0.308035714285714
"14669",854,5,2015,11,"Bronx County",58.3,9.8,16.9,0.348214285714286
"14675",860,6,2015,11,"Bronx County",49,10,18.7,0.334821428571429
"14676",861,7,2015,11,"Bronx County",47.6,10,14.3,0.236607142857143
"14682",867,1,2015,11,"Bronx County",54,10,8.3,0.227678571428571
"14686",871,2,2015,11,"Bronx County",45.3,10,11.9,0.303571428571429
"14692",877,3,2015,11,"Bronx County",42.9,10,3.2,0.258928571428571
"14698",883,4,2015,11,"Bronx County",50.4,10,11.8,0.334821428571429
"14705",890,5,2015,11,"Bronx County",57,7.2,13.6,0.375
"14709",894,6,2015,11,"Bronx County",48.8,10,14.3,0.272321428571429
"14714",899,7,2015,11,"Bronx County",50.1,8.1,6.6,0.21875
"14717",902,1,2015,11,"Bronx County",45.2,8.5,17.4,0.285714285714286
"14723",908,2,2015,11,"Bronx County",37.5,10,11.7,0.290178571428571
"14726",911,3,2015,11,"Bronx County",39.6,10,4.3,0.308035714285714
"14732",917,4,2015,11,"Bronx County",50.1,10,10.8,0.227678571428571
"14739",924,5,2015,11,"Bronx County",52.6,9.8,7.5,0.236607142857143
"14744",929,6,2015,11,"Bronx County",54.5,9.1,9.4,0.241071428571429
"14749",934,7,2015,11,"Bronx County",46.1,9.6,9.4,0.223214285714286
"14755",940,1,2015,11,"Bronx County",40.5,10,11.3,0.321428571428571
"16099",944,2,2015,12,"Bronx County",40.1,9.3,7.9,0.330357142857143
"16105",950,3,2015,12,"Bronx County",53.6,2.3,9.1,0.401785714285714
"16110",955,4,2015,12,"Bronx County",53.5,6.4,13,0.303571428571429
"16112",957,5,2015,12,"Bronx County",45.6,10,10.9,0.28125
"16117",962,6,2015,12,"Bronx County",45.6,10,6.1,0.3125
"16123",968,7,2015,12,"Bronx County",45.4,8.5,6.2,0.205357142857143
"16130",975,1,2015,12,"Bronx County",50.8,8,9.2,0.272321428571429
"16133",978,2,2015,12,"Bronx County",47.4,7.8,11.3,0.290178571428571
"16138",983,3,2015,12,"Bronx County",43.7,10,8.7,0.223214285714286
"16143",988,4,2015,12,"Bronx County",51.1,9,9.3,0.348214285714286
"16150",995,5,2015,12,"Bronx County",52.2,6.1,5.8,0.361607142857143
"16152",997,6,2015,12,"Bronx County",55,8.1,9.8,0.200892857142857
"16156",1001,7,2015,12,"Bronx County",53.6,8.1,7.5,0.196428571428571
"16162",1007,1,2015,12,"Bronx County",52.6,6.7,7.9,0.209821428571429
"16166",1011,2,2015,12,"Bronx County",58,5.9,15,0.348214285714286
"16173",1018,3,2015,12,"Bronx County",46.5,10,12.3,0.285714285714286
"16180",1025,4,2015,12,"Bronx County",48.9,8.8,9.7,0.316964285714286
"16182",1027,5,2015,12,"Bronx County",54.2,2.4,11.3,0.428571428571429
"16190",1035,6,2015,12,"Bronx County",42.1,10,16.7,0.290178571428571
"16193",1038,7,2015,12,"Bronx County",38.5,10,14,0.196428571428571
"16199",1044,1,2015,12,"Bronx County",49.5,9.4,14.3,0.290178571428571
"16203",1048,2,2015,12,"Bronx County",54.8,4.4,11.3,0.299107142857143
"16207",1052,3,2015,12,"Bronx County",53.5,3.9,8.3,0.366071428571429
"16215",1060,4,2015,12,"Bronx County",57.7,2.1,15.6,0.348214285714286
"16216",1061,5,2015,12,"Bronx County",56.1,4,4.4,0.133928571428571
